시/도,구,단지명,URL,입주일자,세대수,최고가,최저가(22년이후),최저가(2개월이내),매물최저가,최저비율,매물개수,80%이하개수,전세매물최고,전세가율,전세매물최저,전세매물개수
경기도,양주시,e편한세상옥정에듀써밋(국평),https://new.land.naver.com/complexes/115230,2018.05.24.,"1,160세대(13동)",6억4천300,3억8천,4억3천,4억6천,-28,32건,27건,3억,55,2억8천,4건
경기도,양주시,e편한세상옥정메트로포레(국평),https://new.land.naver.com/complexes/122003,2020.06.12.,"2,038세대(24동)",5억8천,3억3천,4억3천800,4억4천,-24,34건,7건,2억6천,47,2억,2건
경기도,양주시,e편한세상옥정더퍼스트(국평),https://new.land.naver.com/complexes/116780,2019.03.,"1,566세대(17동)",6억2천,3억4천500,3억9천,4억2천,-32,60건,45건,3억,52,1억9천,7건
경기도,양주시,양주옥정유림노르웨이숲(국평),https://new.land.naver.com/complexes/128986,2023.01.26.,"1,140세대(14동)",4억3천300,3억5천,3억8천,3억9천,-9,76건,0건,3억1천,60,2억6천,20건
경기도,양주시,옥정센트럴파크푸르지오(소형),https://new.land.naver.com/complexes/108770,2016.12.22.,"1,862세대(18동)",4억9천800,2억5천,2억9천900,3억1천500,-36,129건,104건,2억5천,56,2억,9건
경기도,여주시,여주역푸르지오클라테르(국평),https://new.land.naver.com/complexes/127735,2021.12.,551세대(8동),5억500,3억5천,5억,4억7천,-6,20건,0건,3억7천,60,3억6천,2건
경기도,여주시,여주KCC스위첸(국평),https://new.land.naver.com/complexes/115442,2019.09.24.,388세대(3동),5억9천250,3억3천500,3억6천,3억7천500,-36,27건,15건,3억8천,73,3억2천,7건
경기도,여주시,여주아이파크(국평),https://new.land.naver.com/complexes/122234,2020.11.,526세대(6동),4억7천700,2억9천900,3억4천850,3억4천,-28,27건,4건,3억,64,2억7천,2건
경기도,오산시,더샵오산센트럴(국평),https://new.land.naver.com/complexes/122649,2020.07.24.,596세대(7동),6억6천700,5억8천,6억5천300,6억5천,-2,16건,0건,4억3천,54,3억9천,3건
경기도,오산시,서동탄역더샵파크시티(국평),https://new.land.naver.com/complexes/115677,2019.07.30.,"2,400세대(18동)",8억8천,4억8천500,5억1천,5억9천,-32,32건,29건,4억,50,3억5천,5건
경기도,오산시,오산대역세교자이(국평),https://new.land.naver.com/complexes/113203,2018.01.25.,"1,110세대(14동)",7억5천,4억4천,5억3천500,5억3천,-29,41건,28건,3억7천,46,3억7천,1건
경기도,오산시,오산대역호반써밋(국평),https://new.land.naver.com/complexes/109408,2017.01.09.,855세대(10동),6억9천400,4억700,5억800,5억2천,-25,38건,21건,3억6천,51,3억5천,2건
경기도,오산시,오산시티자이1차1단지(국평),https://new.land.naver.com/complexes/110141,2017.10.27.,"1,099세대(11동)",6억5천,4억1천200,4억5천500,4억6천,-29,13건,13건,3억1천,60,3억1천,1건
경기도,오산시,서동탄역더샵파크시티(소형),https://new.land.naver.com/complexes/115677,2019.07.30.,"2,400세대(18동)",6억6천,0,0,4억5천,-31,36건,35건,3억3천,55,3억3천,1건
경기도,오산시,오산시티자이1차2단지(국평),https://new.land.naver.com/complexes/110150,2017.10.27.,941세대(8동),6억5천,4억1천900,4억6천,4억4천,-32,14건,11건,3억,56,3억,1건
경기도,오산시,오산시티자이2차(국평),https://new.land.naver.com/complexes/116003,2019.10.25.,"1,090세대(10동)",6억4천500,4억3천,4억8천,4억4천,-31,19건,13건,4억,62,4억,1건
경기도,오산시,세마역 트루엘 더퍼스트(국평),https://new.land.naver.com/complexes/103433,2013.06.24.,"1,023세대(14동)",6억5천100,3억8천,3억9천800,4억3천,-33,39건,39건,3억5천,67,3억3천,4건
경기도,오산시,오산세마e편한세상(국평),https://new.land.naver.com/complexes/103433,2010.02.02.,"1,646세대(30동)",5억1천500,3억2천,4억1천,3억9천,-24,13건,2건,3억2천,64,3억,5건
경기도,오산시,오산역e-편한세상1단지(국평),https://new.land.naver.com/complexes/19508,2007.06.26.,"1,008세대(13동)",5억1천,3억4천800,3억7천500,3억9천,-23,17건,2건,,,,
경기도,오산시,오산시티자이2차(소형),https://new.land.naver.com/complexes/116003,2019.10.25.,"1,090세대(10동)",5억7천,3억3천,3억5천700,3억7천500,-34,28건,28건,,,,
경기도,오산시,오산시티자이1차2단지(소형),https://new.land.naver.com/complexes/110150,2017.10.27.,941세대(8동),5억4천800,3억,3억4천700,3억4천500,-37,27건,27건,2억6천,63,2억6천,1건
경기도,오산시,오산시티자이1차1단지(소형),https://new.land.naver.com/complexes/110141,2017.10.27.,"1,099세대(11동)",5억4천600,3억1천500,3억5천750,3억4천,-37,22건,22건,2억6천,65,2억6천,3건
경기도,오산시,세마역에듀파크(소형),https://new.land.naver.com/complexes/135025,2010.06.17.,"832세대(공공임대 30세대 포함, 총13동)",4억8천200,2억6천500,3억1천,3억1천,-35,44건,42건,2억6천,65,2억5천,3건
경기도,용인시 기흥구,힐스테이트기흥(국평),https://new.land.naver.com/complexes/109996,2018.08.24.,976세대(5동),11억3천,7억7천500,9억,9억1천,-19,38건,0건,6억3천,52,3억8천,5건
경기도,용인시 기흥구,죽현마을동원로얄듀크(국평),"https://new.land.naver.com/complexes?ms=37.317564,127.115272,16&e=RETAIL",2006.04.27.,706세대(13동),11억2천,7억6천,9억2천500,9억,-19,14건,0건,5억,42,5억,1건
경기도,용인시 기흥구,기흥역더샵(국평),https://new.land.naver.com/complexes/111385,2018.11.09.,"1,219세대(6동)",10억9천,7억2천300,8억7천500,8억6천,-21,57건,5건,6억,55,4억,21건
경기도,용인시 기흥구,힐스테이트구성(국평),https://new.land.naver.com/complexes/119885,2023.05.18.,699세대(8동),9억,7억9천500,8억4천,8억3천,-7,14건,0건,5억3천,56,5억,3건
경기도,용인시 기흥구,기흥역센트럴푸르지오(국평),https://new.land.naver.com/complexes/110526,2018.06.22.,"1,316세대(6동)",10억500,6억,8억1천,7억8천,-22,98건,6건,6억5천,62,5억,22건
경기도,용인시 기흥구,기흥역지웰푸르지오(국평),https://new.land.naver.com/complexes/109893,2017.11.29.,561세대(4동),9억3천800,6억5천,7억7천,7억8천,-16,37건,0건,5억4천,59,5억1천,5건
경기도,용인시 기흥구,죽현마을아이파크(국평),"https://new.land.naver.com/complexes?ms=37.317564,127.115272,16&e=RETAIL",2004.07.26.,"1,466세대(15동)",10억2천800,6억2천500,7억2천500,7억5천,-27,56건,12건,6억3천,65,6억3천,1건
경기도,용인시 기흥구,신흥덕롯데캐슬레이시티(국평),https://new.land.naver.com/complexes/113723,2019.04.29.,"1,597세대(11동)",8억6천,5억7천800,6억8천500,7억,-18,16건,0건,,,,
경기도,용인시 기흥구,힐스테이트구성(소형),https://new.land.naver.com/complexes/119885,2023.05.18.,699세대(8동),6억5천800,5억4천,5억9천,6억4천,-2,30건,0건,4억3천,55,4억,3건
경기도,용인시 기흥구,신흥덕롯데캐슬레이시티(소형),https://new.land.naver.com/complexes/113723,2019.04.29.,"1,597세대(11동)",6억7천500,4억3천,5억2천500,4억9천,-27,46건,14건,4억2천,70,3억5천,20건
경기도,용인시 수지구,광교자이더클래스(국평),https://new.land.naver.com/complexes/102536,2012.07.27.,"1,035세대(10동)",14억1천,9억8천,12억3천500,12억2천,-13,38건,0건,7억5천,54,6억5천,14건
경기도,용인시 수지구,성복역롯데캐슬골드타운(국평),https://new.land.naver.com/complexes/111555,2019.06.28.,"2,356세대(13동)",14억4천,8억5천,12억4천500,12억1천,-15,120건,0건,8억,44,7억,10건
경기도,용인시 수지구,e편한세상수지(국평),https://new.land.naver.com/complexes/109948,2017.08.25.,"1,237세대(10동)",13억7천,8억8천,11억7천,11억3천,-17,70건,0건,7억6천,56,7억5천,4건
경기도,용인시 수지구,수지파크푸르지오(국평),https://new.land.naver.com/complexes/114527,2019.03.28.,430세대(5동),12억2천50,9억4천,0,10억8천,-11,5건,0건,7억,59,6억9천,2건
경기도,용인시 수지구,성복역롯데캐슬파크나인(국평),https://new.land.naver.com/complexes/120540,2020.06.29.,534세대(8동),11억7천700,7억7천,10억7천,10억3천,-12,16건,0건,7억3천,54,6억9천,4건
경기도,용인시 수지구,성복역롯데캐슬클라시엘(국평),https://new.land.naver.com/complexes/121999,2021.01.29.,"1,094세대(20동)",11억3천,7억6천,9억4천800,10억,-11,56건,0건,8억,67,6억7천,12건
경기도,용인시 수지구,동천센트럴자이(국평),https://new.land.naver.com/complexes/112793,2019.05.30.,"1,057세대(8동)",13억4천500,9억1천500,9억9천500,10억,-25,20건,4건,7억5천,62,6억8천,2건
경기도,용인시 수지구,광교자이더클래스(소형),https://new.land.naver.com/complexes/102536,2012.07.27.,"1,035세대(10동)",11억5천,7억4천500,10억700,9억6천,-16,36건,0건,5억6천,49,5억4천,7건
경기도,용인시 수지구,동천자이(국평),https://new.land.naver.com/complexes/112792,2018.08.30.,"1,437세대(10동)",12억4천900,6억5천,9억1천,9억3천,-25,51건,16건,7억,60,6억8천,3건
경기도,용인시 수지구,진산마을삼성5차(국평),"https://new.land.naver.com/complexes?ms=37.317737,127.098033,16&e=RETAIL",2003.07.28.,"1,828세대(26동)",11억5천,8억,9억,9억1천,-20,25건,2건,5억7천,54,5억5천,3건
경기도,용인시 수지구,동천센트럴자이(소형),https://new.land.naver.com/complexes/112793,2019.05.30.,"1,057세대(8동)",10억2천,7억9천,8억8천,9억1천,-10,6건,0건,,,,
경기도,용인시 수지구,수지파크푸르지오(소형),https://new.land.naver.com/complexes/114527,2019.03.28.,430세대(5동),10억5천,7억,9억3천,9억,-14,14건,0건,5억9천,59,5억9천,1건
경기도,용인시 수지구,용인수지신정마을9단지(소형),https://new.land.naver.com/complexes/114527,2000.05.04.,812세대(9동),8억8천500,6억,6억9천,7억2천,-18,18건,0건,4억6천,55,4억6천,2건
경기도,용인시 수지구,신정마을주공1(소형),"https://new.land.naver.com/complexes?ms=37.320398,127.091423,16&e=RETAIL",2000.03.31.,"1,044세대(12동)",8억9천500,5억6천,7억4천,6억8천,-24,40건,4건,4억5천,53,3억7천,2건
경기도,용인시 처인구,우미린센트럴파크(국평),https://new.land.naver.com/complexes/110227,2017.11.24.,"1,260세대(10동)",7억3천,5억4천,6억1천,5억9천,-19,37건,0건,4억5천,60,3억9천,7건
경기도,용인시 처인구,용인명지대역동원로얄듀크(국평),https://new.land.naver.com/complexes/113508,2018.06.22.,842세대(10동),6억9천,5억2천,5억8천500,5억9천,-14,9건,0건,4억,60,4억,2건
경기도,용인시 처인구,역북지웰푸르지오(국평),https://new.land.naver.com/complexes/110816,2017.11.24.,"1,259세대(11동)",7억500,5억,5억9천,5억8천,-17,37건,0건,4억5천,66,4억2천,6건
경기도,용인시 처인구,양우내안애에듀퍼스트(국평),https://new.land.naver.com/complexes/115451,2019.03.04.,"1,098세대(18동)",5억5천,4억7천,5억700,5억2천,-5,27건,0건,3억5천,54,3억,7건
경기도,용인시 처인구,우미린센트럴파크(소형),https://new.land.naver.com/complexes/110227,2017.11.24.,"1,260세대(10동)",5억7천700,3억9천650,4억8천,4억9천,-15,21건,0건,3억5천,66,3억4천,2건
경기도,용인시 처인구,용인명지대역동원로얄듀크(소형),https://new.land.naver.com/complexes/113508,2018.06.22.,842세대(10동),5억7천800,3억7천,4억5천700,4억6천,-20,17건,1건,3억3천,62,3억3천,1건
경기도,용인시 처인구,역북지웰푸르지오(소형),https://new.land.naver.com/complexes/110816,2017.11.24.,"1,259세대(11동)",5억6천,3억9천700,4억8천,4억6천,-17,34건,0건,3억3천,60,3억2천,7건
경기도,용인시 처인구,e편한세상용인한숲시티5단지(국평),https://new.land.naver.com/complexes/112132,2018.06.27.,"2,336세대(21동)",5억4천500,3억3천500,4억1천,4억1천,-24,108건,22건,3억,55,2억3천,16건
경기도,용인시 처인구,e편한세상용인한숲시티6단지(국평),https://new.land.naver.com/complexes/112133,2018.06.27.,"1,784세대(15동)",5억1천500,3억3천,4억1천,4억,-22,57건,1건,2억6천,47,2억3천,7건
경기도,용인시 처인구,e편한세상용인한숲시티5단지(소형),https://new.land.naver.com/complexes/112132,2018.06.27.,"2,336세대(21동)",4억1천800,2억7천500,0,3억5천500,-15,12건,0건,2억,50,2억,2건
경기도,용인시 처인구,e편한세상용인한숲시티6단지(소형),https://new.land.naver.com/complexes/112133,2018.06.27.,"1,784세대(15동)",4억2천,2억7천900,3억2천,3억2천,-23,63건,5건,2억5천,50,1억8천,9건
경기도,의왕시,인덕원푸르지오엘센트로(국평),https://new.land.naver.com/complexes/114329,2019.11.29.,"1,774세대(12동)",15억3천,8억4천,12억8천,11억3천,-26,77건,1건,7억5천,50,6억7천,16건
경기도,의정부시,탑석센트럴자이(국평),https://new.land.naver.com/complexes/125408,2021.12.,"2,571세대(공공임대 175세대 포함, 총16동)",8억3천500,6억2천500,6억8천,6억9천,-17,37건,0건,4억5천,56,3억9천,6건
경기도,의정부시,탑석센트럴자이(소형),https://new.land.naver.com/complexes/125408,2021.12.,"2,571세대(공공임대 175세대 포함, 총16동)",6억,4억1천500,5억,4억9천,-18,41건,0건,3억3천,55,3억,8건
경기도,이천시,이천롯데캐슬골드스카이(국평),https://new.land.naver.com/complexes/110158,2018.12.28.,736세대(4동),7억4천,4억5천700,4억5천700,4억6천,-37,58건,28건,4억3천,61,3억5천,13건
경기도,파주시,초롱꽃마을13단지디에트르더퍼스트(국평),https://new.land.naver.com/complexes/110158,2021.10.20.,820세대(11동),7억6천,5억1천600,6억9천300,7억5천,-1,23건,0건,3억9천,43,3억8천,3건
경기도,파주시,한울마을1단지운정신도시IPARK(국평),https://new.land.naver.com/complexes/110158,2020.07.22.,"3,042세대(30동)",9억5천,5억1천,7억1천500,6억8천,-28,155건,33건,4억4천,46,3억5천,17건
경기도,파주시,산내마을9단지힐스테이트운정(국평),https://new.land.naver.com/complexes/110158,2018.07.16.,"2,998세대(25동)",8억9천990,5억,7억1천700,6억8천,-24,39건,10건,4억2천,52,3억8천,7건
경기도,파주시,운정신도시 센트럴 푸르지오(국평),https://new.land.naver.com/complexes/111541,2018.07.19.,"1,956세대(21동)",9억1천,5억6천,6억6천,6억5천,-28,93건,37건,4억5천,53,3억,20건
경기도,파주시,한빛마을4단지롯데캐슬Ⅱ(국평),https://new.land.naver.com/complexes/111541,2018.04.26.,"1,169세대(11동)",8억,5억,6억2천800,6억2천,-22,25건,10건,4억4천,63,4억4천,1건
경기도,파주시,초롱꽃마을13단지디에트르더퍼스트(소형),https://new.land.naver.com/complexes/111541,2021.10.20.,820세대(11동),5억7천500,4억4천300,5억7천450,6억2천,7,5건,0건,3억3천,51,3억1천500,4건
경기도,파주시,한빛마을9단지롯데캐슬1차(국평),https://new.land.naver.com/complexes/111541,2017.10.27.,"1,076세대(10동)",7억8천500,4억9천500,6억1천,5억9천,-24,47건,10건,4억4천,63,3억8천,3건
경기도,파주시,한울마을1단지운정신도시IPARK(소형),https://new.land.naver.com/complexes/111541,2020.07.22.,"3,042세대(30동)",5억9천800,5억,5억5천300,5억4천,-9,22건,0건,3억3천,52,3억3천,1건
경기도,파주시,한빛마을5단지캐슬앤칸타빌(국평),https://new.land.naver.com/complexes/100751,2012.07.27.,"2,190세대(22동)",6억7천,3억8천,5억1천900,5억,-25,37건,6건,4억2천,60,3억7천,8건
경기도,파주시,산내마을7단지화성파크드림(국평),https://new.land.naver.com/complexes/100751,2020.02.25.,"1,047세대(14동)",7억1천,4억7천,4억8천500,4억9천500,-30,87건,52건,3억6천,43,2억8천500,13건
경기도,파주시,해솔마을7단지롯데캐슬(국평),https://new.land.naver.com/complexes/103338,2014.11.29.,"1,880세대(20동)",6억9천,4억2천500,4억8천800,4억9천500,-28,30건,29건,3억6천,64,3억,6건
경기도,파주시,산내마을9단지힐스테이트운정(소형),https://new.land.naver.com/complexes/103338,2018.07.16.,"2,998세대(25동)",7억3천,3억7천800,4억8천,4억8천,-34,77건,73건,3억5천,58,2억6천500,27건
경기도,파주시,한빛마을9단지롯데캐슬1차(소형),https://new.land.naver.com/complexes/103338,2017.10.27.,"1,076세대(10동)",6억1천,3억9천500,4억8천,4억8천,-21,11건,1건,,,,
경기도,파주시,한빛마을4단지롯데캐슬Ⅱ(소형),https://new.land.naver.com/complexes/103338,2018.04.26.,"1,169세대(11동)",6억,3억6천500,4억8천800,4억5천,-25,36건,14건,3억8천,68,3억7천,6건
경기도,파주시,한빛마을5단지캐슬앤칸타빌(소형),https://new.land.naver.com/complexes/100751,2012.07.27.,"2,190세대(22동)",5억5천500,3억7천,4억2천700,4억4천,-20,8건,1건,3억3천,62,3억3천,1건
경기도,파주시,해솔마을7단지롯데캐슬(소형),https://new.land.naver.com/complexes/103338,2014.11.29.,"1,880세대(20동)",5억4천,3억8천750,4억4천500,4억1천,-24,10건,5건,2억8천500,61,2억8천500,1건
경기도,파주시,후곡마을4단지뜨란채주공(국평),https://new.land.naver.com/complexes/9652,2004.11.15.,"1,638세대(21동)",4억5천,2억8천,2억8천900,3억,-33,29건,28건,2억8천,57,2억,3건
경기도,평택시,지제역더샵센트럴시티(국평),https://new.land.naver.com/complexes/127382,2022.05.,"1,999세대(19동)",8억5천,7억2천500,7억2천500,7억5천,-11,76건,0건,4억5천,45,3억,34건
경기도,평택시,호반써밋고덕신도시(국평),https://new.land.naver.com/complexes/127110,2021.10.19.,658세대(10동),8억2천500,6억,6억7천,6억6천,-20,36건,1건,3억5천,39,3억,6건
경기도,평택시,힐스테이트지제역(국평),https://new.land.naver.com/complexes/122057,2020.12.24.,"1,519세대(16동)",8억,5억9천,0,6억4천,-20,70건,1건,3억2천,34,2억6천,14건
경기도,평택시,고덕국제신도시파라곤(국평),"https://new.land.naver.com/complexes?ms=37.045846,127.033764,16&e=RETAIL",2019.06.14.,752세대(11동),9억8천,5억9천500,6억6천,6억1천,-37,28건,26건,3억2천,40,2억9천,2건
경기도,평택시,고덕국제신도시제일풍경채(국평),"https://new.land.naver.com/complexes?ms=37.045846,127.033764,16&e=RETAIL",2019.11.11.,"1,022세대(11동)",9억2천,5억6천,5억8천,5억6천,-39,59건,59건,3억2천,44,2억7천,6건
경기도,평택시,호반써밋고덕국제신도시에듀파크(국평),https://new.land.naver.com/complexes/130794,2022.04.18.,766세대(7동),6억6천,4억5천200,6억,5억6천,-15,79건,0건,3억,38,3억,3건
경기도,평택시,고덕신도시자연앤자이(국평),https://new.land.naver.com/complexes/116677,2019.07.25.,755세대(9동),9억,5억2천500,5억5천,5억2천,-42,80건,76건,3억1천,36,3억,7건
경기도,평택시,평택비전레이크푸르지오(국평),https://new.land.naver.com/complexes/116659,2019.02.,621세대(7동),8억8천,4억7천,5억500,5억2천,-40,33건,26건,3억8천,40,3억5천,5건
경기도,평택시,더샵지제역센트럴파크2BL(국평),https://new.land.naver.com/complexes/117573,2020.08.13.,"1,674세대(18동)",7억,5억,5억,5억2천,-25,35건,12건,3억,44,2억7천,5건
경기도,평택시,더샵지제역센트럴파크1BL(국평),https://new.land.naver.com/complexes/115018,2020.10.07.,"2,124세대(26동)",6억7천,5억1천800,5억1천800,5억2천,-22,45건,8건,3억,42,2억5천,15건
경기도,평택시,고덕국제신도시리슈빌레이크파크(국평),https://new.land.naver.com/complexes/127109,2021.11.04.,730세대(11동),7억5천,4억5천570,5억950,5억,-33,84건,53건,4억5천,53,2억4천,11건
경기도,평택시,평택센트럴자이3단지(국평),https://new.land.naver.com/complexes/114448,2019.01.25.,"2,324세대(22동)",6억9천600,4억2천,4억2천200,4억4천,-36,116건,111건,3억1천,42,2억5천,22건
경기도,평택시,힐스테이트지제역(소형),https://new.land.naver.com/complexes/122057,2020.12.24.,"1,519세대(16동)",6억,3억4천,4억5천,4억4천,-26,45건,7건,2억6천,43,2억2천,10건
경기도,평택시,더샵지제역센트럴파크2BL(소형),https://new.land.naver.com/complexes/117573,2020.08.13.,"1,674세대(18동)",5억5천,3억,3억9천,3억8천,-30,57건,35건,2억4천,47,2억3천,4건
경기도,평택시,더샵지제역센트럴파크1BL(소형),https://new.land.naver.com/complexes/115018,2020.10.07.,"2,124세대(26동)",5억5천800,3억2천300,3억7천,3억7천,-33,67건,57건,2억5천,50,2억2천,8건
경기도,평택시,평택센트럴자이3단지(소형),https://new.land.naver.com/complexes/114448,2019.01.25.,"2,324세대(22동)",5억1천800,2억9천950,3억3천800,3억4천,-34,64건,55건,2억4천,53,2억1천,11건
경기도,하남시,위례롯데캐슬(국평),https://new.land.naver.com/complexes/26944,2016.01.15.,"1,673세대(14동)",14억9천,8억5천750,12억,12억,-19,52건,0건,7억,50,6억2천,16건
경기도,하남시,미사강변스타힐스아파트(국평),https://new.land.naver.com/complexes/26944,2016.11.24.,"1,389세대(16동)",11억5천,8억,10억3천,10억3천,-10,21건,0건,6억5천,54,5억5천,10건
경기도,하남시,미사강변푸르지오(국평),https://new.land.naver.com/complexes/108479,2016.04.22.,"1,188세대(15동)",14억,8억,9억8천,10억2천,-27,70건,5건,7억3천,50,6억5천,7건
경기도,하남시,미사강변 센트리버(국평),https://new.land.naver.com/complexes/108423,2016.09.09.,"1,145세대(13동)",10억7천,8억800,10억3천,10억,-6,18건,0건,6억5천,57,5억5천,8건
경기도,하남시,미사강변 골든 센트로(국평),https://new.land.naver.com/complexes/105286,2014.12.05.,"1,541세대(14동)",12억3천,6억,9억7천,9억5천,-22,53건,3건,6억3천,48,5억5천,10건
경기도,하남시,하남유니온시티에일린의뜰(국평),https://new.land.naver.com/complexes/110547,2017.08.18.,754세대(8동),11억9천,8억3천,8억9천500,9억2천,-22,22건,4건,6억5천,61,6억3천,2건
경기도,하남시,미사강변 골든 센트로(소형),https://new.land.naver.com/complexes/105286,2014.12.05.,"1,541세대(14동)",9억7천500,7억,8억6천500,8억7천,-10,34건,0건,5억3천,57,5억2천,4건
경기도,하남시,미사강변스타힐스아파트(소형),https://new.land.naver.com/complexes/105286,2016.11.24.,"1,389세대(16동)",9억4천800,5억6천,7억3천,8억5천,-10,13건,0건,5억2천,55,5억2천,1건
경기도,하남시,미사강변 센트리버(소형),https://new.land.naver.com/complexes/108423,2016.09.09.,"1,145세대(13동)",9억4천700,6억8천,0,8억3천,-12,18건,0건,5억5천,61,5억5천,1건
경기도,화성시,동탄역롯데캐슬(국평),https://new.land.naver.com/complexes/119653,2021.06.29.,940세대(4동),16억6천,14억,0,15억3천,-7,23건,0건,,,,
경기도,화성시,동탄역유림노르웨이숲(국평),https://new.land.naver.com/complexes/128134,2021.11.,"312세대(민간임대 2세대 포함, 총2동)",13억,6억6천450,12억,12억5천,-3,7건,0건,6억5천,46,5억3천,4건
경기도,화성시,더샵센트럴시티(국평),https://new.land.naver.com/complexes/106558,2015.09.,874세대(8동),14억8천,10억,12억8천,12억,-18,15건,0건,6억,39,6억,1건
경기도,화성시,동탄역 시범우남퍼스트빌아파트(국평),https://new.land.naver.com/complexes/105405,2015.02.12.,"1,442세대(16동)",14억4천,8억7천500,10억7천,10억8천,-25,55건,13건,5억6천,40,5억4천,5건
경기도,화성시,동탄역린스트라우스(국평),https://new.land.naver.com/complexes/110527,2018.09.06.,617세대(3동),13억6천,8억6천,10억5천,10억8천,-20,27건,1건,5억5천,41,5억5천,2건
경기도,화성시,동탄역 시범한화 꿈에그린 프레스티지(국평),https://new.land.naver.com/complexes/106031,2015.09.25.,"1,817세대(25동)",14억5천,8억3천,10억7천,10억3천,-28,58건,5건,5억8천,39,5억,5건
경기도,화성시,동탄역센트럴상록아파트(국평),https://new.land.naver.com/complexes/112842,2017.06.30.,"1,005세대(9동)",11억5천,8억9천,0,9억6천,-16,2건,0건,,,,
경기도,화성시,동탄역시범대원칸타빌아파트(국평),https://new.land.naver.com/complexes/106155,2015.03.30.,498세대(9동),13억1천500,7억9천,10억,9억6천,-26,36건,17건,5억4천,42,5억3천,2건
경기도,화성시,동탄역 시범우남퍼스트빌아파트(소형),https://new.land.naver.com/complexes/105405,2015.02.12.,"1,442세대(16동)",11억,5억2천,8억8천,8억9천,-19,15건,0건,4억5천,46,4억4천,3건
경기도,화성시,금호어울림레이크(국평),https://new.land.naver.com/complexes/112401,2018.06.21.,812세대(10동),9억5천,7억7천500,0,8억4천500,-11,3건,0건,,,,
경기도,화성시,더레이크시티부영4단지(국평),https://new.land.naver.com/complexes/114379,2019.05.17.,"1,080세대(12동)",11억9천,7억,8억1천,8억4천,-29,58건,44건,5억,45,3억6천,6건
경기도,화성시,동탄 더 레이크 팰리스(국평),https://new.land.naver.com/complexes/113538,2018.11.29.,706세대(8동),12억9천500,8억2천,8억4천200,8억2천,-36,34건,24건,,,,
경기도,화성시,동탄 더샵 레이크에듀타운(국평),https://new.land.naver.com/complexes/115544,2019.03.01.,"1,538세대(16동)",12억1천700,6억9천,8억,8억500,-33,83건,64건,5억2천,43,4억7천,6건
경기도,화성시,동탄2하우스디더레이크(국평),https://new.land.naver.com/complexes/109078,2016.11.03.,"1,552세대(14동)",10억4천,6억8천,8억1천,7억9천,-24,17건,4건,4억4천,40,4억4천,1건
경기도,화성시,동탄역센트럴푸르지오(국평),https://new.land.naver.com/complexes/106549,2015.06.12.,"1,348세대(11동)",9억4천500,6억2천,8억1천250,7억9천,-16,16건,0건,,,,
경기도,화성시,힐스테이트동탄(국평),https://new.land.naver.com/complexes/115473,2019.02.,"1,479세대(16동)",9억6천500,2억5천,7억5천500,7억5천500,-21,76건,3건,4억5천,38,4억5천,2건
경기도,화성시,동탄시범다은마을 월드메르디앙 반도유보라(국평),https://new.land.naver.com/complexes/22065,2007.05.22.,"1,473세대(18동)",9억5천,6억8천,7억4천400,7억4천,-22,12건,1건,4억8천,51,4억,5건
경기도,화성시,동탄호수자이파밀리에(국평),https://new.land.naver.com/complexes/112414,2018.03.12.,"1,067세대(11동)",8억8천,6억,7억,7억1천,-19,32건,0건,4억3천,41,4억3천,3건
경기도,화성시,병점역아이파크캐슬(국평),https://new.land.naver.com/complexes/124735,2021.03.30.,"2,666세대(27동)",7억9천700,5억4천,7억700,7억1천,-10,72건,0건,4억5천,50,3억9천,8건
경기도,화성시,동탄역센트럴상록아파트(소형),https://new.land.naver.com/complexes/112842,2017.06.30.,"1,005세대(9동)",8억9천800,5억6천,7억3천800,6억8천,-24,28건,2건,3억9천,50,3억9천,1건
경기도,화성시,더레이크시티부영4단지(소형),https://new.land.naver.com/complexes/114379,2019.05.17.,"1,080세대(12동)",8억2천500,0,0,6억8천,-17,15건,0건,3억7천,51,3억3천,4건
경기도,화성시,동탄역대방디엠시티더센텀(소형),https://new.land.naver.com/complexes/119632,2021.01.28.,463세대(3동),8억6천,5억1천,6억3천500,6억4천,-25,50건,6건,4억3천,45,3억5천,3건
경기도,화성시,동탄2하우스디더레이크(소형),https://new.land.naver.com/complexes/109078,2016.11.03.,"1,552세대(14동)",8억9천,4억5천,5억9천500,6억1천,-31,88건,64건,4억,42,3억8천,3건
경기도,화성시,금호어울림레이크(소형),https://new.land.naver.com/complexes/112401,2018.06.21.,812세대(10동),7억8천300,4억3천,5억7천,6억,-23,30건,9건,3억5천,49,3억5천,2건
경기도,화성시,동탄역센트럴푸르지오(소형),https://new.land.naver.com/complexes/106549,2015.06.12.,"1,348세대(11동)",7억7천900,4억4천,6억4천,5억9천,-24,27건,6건,3억8천,54,3억7천,3건
경기도,화성시,병점역아이파크캐슬(소형),https://new.land.naver.com/complexes/124735,2021.03.30.,"2,666세대(27동)",6억3천700,4억9천,6억,5억9천,-7,12건,0건,,,,
경기도,화성시,호반베르디움센트럴포레(국평),https://new.land.naver.com/complexes/109804,2017.06.,"1,695세대(22동)",7억7천700,4억6천,5억5천500,5억8천,-25,90건,27건,4억3천,54,3억5천,9건
경기도,화성시,힐스테이트동탄(소형),https://new.land.naver.com/complexes/115473,2019.02.,"1,479세대(16동)",7억4천300,0,0,5억8천,-21,12건,1건,,,,
